beds,mapped_bathrooms,avg_price_per_bedroom,accommodates,mapped_property_type,bedrooms,mapped_room_type,price
1,6,192.2759874726177,2,4,1,4,250.0
1,4,65.60103896103895,2,2,1,3,35.0
1,4,114.50185185185184,1,2,1,3,45.0
1,5,138.02608522069195,2,3,1,3,188.0
1,6,138.02608522069195,2,4,1,4,178.0
1,4,67.36219020959923,2,2,1,3,75.0
1,6,138.02608522069195,2,5,1,4,135.0
2,3,138.02608522069195,4,4,2,4,364.0
1,6,138.02608522069195,2,5,1,4,125.0
1,6,138.02608522069195,2,2,1,3,141.0
1,6,198.09007603821408,2,4,1,4,178.0
1,5,138.02608522069195,2,3,1,3,220.0
1,5,138.02608522069195,2,3,1,3,154.0
1,5,138.02608522069195,4,3,1,3,256.0
1,5,138.02608522069195,4,3,1,3,172.0
2,5,138.02608522069195,3,3,1,3,143.0
2,5,138.02608522069195,3,3,1,3,201.0
1,4,138.02608522069195,2,2,1,3,61.0
1,5,114.50185185185184,2,2,1,3,39.0
1,6,157.98023595334942,2,5,1,4,250.0
1,6,88.63882590073068,2,5,1,4,94.0
1,6,135.26623842867315,2,5,1,4,123.0
1,6,88.63882590073068,2,5,1,4,46.0
1,4,68.52813852813853,2,2,1,3,42.0
1,4,135.26623842867315,2,2,1,3,95.0
2,4,135.26623842867315,4,2,2,3,175.0
1,4,138.02608522069195,1,4,1,2,123.0
2,4,138.02608522069195,2,3,1,2,161.0
2,4,138.02608522069195,4,3,1,2,166.0
1,4,135.26623842867315,1,3,1,2,114.0
1,6,65.60103896103895,2,5,1,4,85.0
1,4,135.26623842867315,1,3,1,2,131.0
1,6,138.67108953095203,3,4,1,4,130.0
1,6,138.02608522069195,2,4,1,4,179.0
1,4,135.26623842867315,2,3,1,2,148.0
2,4,135.26623842867315,3,3,1,2,149.0
1,6,192.2759874726177,2,4,1,4,110.0
5,6,138.02608522069195,4,4,2,4,195.0
2,5,135.26623842867315,3,3,1,2,204.0
1,6,103.1286317058469,4,4,1,4,115.0
1,5,135.26623842867315,2,3,1,2,215.0
1,4,56.88147754451237,2,2,1,3,68.0
6,3,106.39955357142856,10,5,4,4,507.0
2,3,117.31939891873483,4,4,2,4,1000.0
3,3,135.26623842867315,6,4,3,4,562.0
1,6,153.45101102941177,2,4,1,4,170.0
1,6,157.98023595334942,2,4,1,4,140.0
1,4,86.30045662100457,2,2,1,3,70.0
1,6,192.2759874726177,2,4,1,4,200.0
1,4,88.63882590073068,1,2,1,3,44.0
2,6,157.98023595334942,3,4,1,4,100.0
2,6,117.31939891873483,4,4,2,4,175.0
1,6,255.9705913606096,2,6,1,4,275.0
3,6,198.09007603821408,3,4,1,4,127.0
1,6,106.39955357142856,2,5,1,4,80.0
1,4,138.02608522069195,1,2,1,3,54.0
1,6,138.02608522069195,2,4,1,4,129.0
3,6,198.09007603821408,6,4,2,4,294.0
2,6,192.2759874726177,4,4,2,4,300.0
6,3,183.21820800371316,11,5,5,4,401.0
2,3,183.21820800371316,4,4,2,4,199.0
1,4,135.26623842867315,2,4,1,3,80.0
1,6,138.02608522069195,2,4,1,4,171.0
2,4,135.26623842867315,2,2,1,3,40.0
1,6,138.02608522069195,2,4,1,4,178.0
1,4,75.42923051573571,2,2,1,3,50.0
1,6,198.09007603821408,2,4,1,4,205.0
3,6,135.26623842867315,4,4,2,4,220.0
2,6,198.09007603821408,4,4,2,4,230.0
6,3,138.67108953095203,10,5,4,4,436.0
1,4,56.88147754451237,4,2,1,3,54.0
6,3,255.9705913606096,8,5,4,4,2570.0
1,5,83.85829030407344,2,2,1,3,51.0
1,5,157.98023595334942,2,2,1,3,95.0
5,3,103.1286317058469,6,4,3,4,260.0
2,6,183.21820800371316,4,4,2,4,144.0
2,6,138.02608522069195,4,4,2,4,224.0
2,6,138.02608522069195,4,5,2,4,190.0
1,6,153.45101102941177,4,4,1,4,135.0
2,5,129.87171912486124,2,2,2,3,120.0
4,3,183.21820800371316,8,5,4,4,1450.0
1,5,138.67108953095203,2,2,1,3,80.0
1,6,84.19321449108683,2,5,1,4,67.0
3,6,129.87171912486124,6,4,2,4,118.0
2,6,129.87171912486124,3,4,1,4,80.0
4,3,255.9705913606096,8,5,4,4,1100.0
2,6,75.42923051573571,2,5,2,4,96.0
2,5,192.2759874726177,3,2,1,3,160.0
1,6,138.02608522069195,2,4,1,4,179.0
1,6,138.02608522069195,2,4,1,4,178.0
1,6,153.45101102941177,4,4,1,4,175.0
3,3,138.02608522069195,4,4,2,4,500.0
8,3,138.02608522069195,5,4,2,4,550.0
1,6,153.45101102941177,2,4,1,4,146.0
1,6,135.26623842867315,3,4,1,4,253.0
3,3,135.26623842867315,4,4,2,4,443.0
1,4,71.02556818181817,2,2,1,3,47.0
1,6,67.36219020959923,2,5,1,4,102.0
5,3,192.2759874726177,7,4,3,4,750.0
4,3,192.2759874726177,7,4,3,4,781.0
2,6,192.2759874726177,4,4,2,4,668.0
2,6,138.02608522069195,4,4,2,4,314.0
1,5,138.02608522069195,2,2,1,3,192.0
4,3,255.9705913606096,6,5,3,4,1595.0
1,6,67.36219020959923,3,4,1,4,169.0
1,6,138.67108953095203,2,4,1,4,275.0
2,6,135.26623842867315,4,4,2,4,143.0
1,3,138.02608522069195,2,2,1,3,45.0
6,3,94.17872340425532,10,5,5,4,680.0
2,3,183.21820800371316,4,4,2,4,400.0
1,3,255.9705913606096,8,5,3,4,1155.0
5,3,130.2765182186235,8,4,4,4,400.0
1,6,138.02608522069195,2,4,1,4,144.0
1,4,130.2765182186235,2,2,1,3,68.0
2,3,157.98023595334942,4,4,2,4,379.0
1,6,67.36219020959923,2,4,1,4,71.0
2,4,75.42923051573571,1,2,1,3,33.0
1,4,198.09007603821408,2,2,1,3,105.0
1,6,153.45101102941177,4,4,1,4,140.0
2,4,93.51619733735733,1,2,1,3,50.0
2,3,67.36219020959923,4,4,2,4,200.0
1,3,192.2759874726177,6,4,3,4,727.0
1,6,138.02608522069195,4,4,1,4,129.0
1,5,138.67108953095203,2,2,1,3,95.0
2,6,135.26623842867315,4,4,2,4,209.0
5,6,255.9705913606096,6,5,2,4,674.0
4,3,157.98023595334942,5,5,4,4,450.0
3,6,157.98023595334942,6,4,3,4,146.0
2,6,135.26623842867315,4,4,2,4,115.0
6,3,129.87171912486124,8,5,4,4,424.0
4,3,106.39955357142856,6,5,3,4,310.0
3,3,198.09007603821408,6,4,3,4,800.0
4,3,138.67108953095203,6,5,3,4,580.0
1,5,68.52813852813853,2,2,1,3,40.0
1,6,138.02608522069195,2,4,1,4,163.0
2,3,183.21820800371316,4,4,2,4,700.0
4,3,83.85829030407344,6,4,2,4,161.0
1,6,138.02608522069195,2,4,1,4,110.0
2,6,138.02608522069195,4,4,2,4,165.0
4,6,255.9705913606096,7,4,3,4,550.0
3,3,183.21820800371316,6,4,3,4,700.0
2,2,93.51619733735733,1,2,6,3,50.0
1,5,138.02608522069195,2,2,1,3,85.0
1,4,75.42923051573571,2,2,1,3,36.0
1,6,138.02608522069195,2,4,1,4,92.0
2,6,138.02608522069195,3,4,1,4,250.0
2,6,192.2759874726177,3,4,1,4,110.0
5,3,71.02556818181817,10,5,4,4,261.0
2,2,138.02608522069195,4,2,1,3,40.0
6,3,129.87171912486124,6,5,2,4,514.0
1,2,138.02608522069195,3,2,1,3,40.0
6,3,138.02608522069195,8,5,3,4,411.0
1,6,138.02608522069195,2,4,1,4,108.0
1,4,75.42923051573571,2,2,1,3,34.0
1,6,138.02608522069195,2,4,1,4,135.0
1,6,138.02608522069195,4,4,1,4,136.0
4,3,183.21820800371316,6,4,3,4,1450.0
1,6,138.02608522069195,2,4,1,4,160.0
2,6,62.0703125,6,4,2,4,149.0
2,6,138.02608522069195,2,4,1,4,230.0
2,3,138.02608522069195,4,4,2,4,350.0
1,6,75.42923051573571,1,5,1,4,65.0
1,6,135.26623842867315,2,4,1,4,106.0
4,6,138.02608522069195,8,5,3,4,490.0
2,6,71.02556818181817,2,5,1,4,110.0
2,6,255.9705913606096,3,5,1,4,182.0
3,6,93.51619733735733,6,5,3,4,295.0
4,6,255.9705913606096,6,4,3,4,240.0
1,4,88.63882590073068,2,2,1,3,38.0
1,6,138.02608522069195,2,4,1,4,130.0
2,6,72.17170111287759,4,5,1,4,78.0
6,3,138.67108953095203,8,5,3,4,514.0
8,3,138.02608522069195,13,5,5,4,350.0
3,3,135.26623842867315,6,4,3,4,800.0
5,3,255.9705913606096,8,5,4,4,897.0
3,3,67.36219020959923,6,4,2,4,147.0
4,3,135.26623842867315,7,4,3,4,565.0
1,6,138.02608522069195,2,4,1,4,81.0
2,6,138.02608522069195,4,4,1,4,167.0
1,6,138.02608522069195,2,4,1,4,84.0
4,3,255.9705913606096,8,5,4,4,3800.0
1,2,114.50185185185184,2,2,1,3,28.0
1,6,88.63882590073068,1,2,1,3,52.0
2,2,138.02608522069195,1,2,1,3,48.0
1,2,135.26623842867315,2,3,1,3,45.0
3,3,130.2765182186235,4,5,3,4,500.0
1,5,138.02608522069195,2,2,1,3,85.0
2,6,183.21820800371316,4,4,1,4,151.0
2,6,153.45101102941177,3,4,2,4,180.0
1,6,153.45101102941177,2,4,1,4,161.0
2,6,130.2765182186235,4,4,2,4,141.0
2,6,93.51619733735733,4,5,1,4,110.0
1,4,153.45101102941177,4,3,1,2,150.0
1,4,153.45101102941177,2,3,1,2,140.0
1,6,153.45101102941177,2,3,1,2,190.0
3,6,135.26623842867315,5,4,2,4,388.0
3,6,77.14240568832707,5,4,2,4,189.0
1,6,138.02608522069195,2,4,1,4,135.0
3,6,198.09007603821408,5,4,2,4,269.0
1,4,114.50185185185184,1,2,1,3,75.0
2,6,153.45101102941177,4,4,2,4,500.0
2,3,67.36219020959923,3,4,2,4,120.0
2,6,183.21820800371316,4,4,2,4,550.0
3,3,67.36219020959923,6,4,3,4,171.0
2,6,183.21820800371316,4,4,2,4,575.0
1,4,157.98023595334942,1,2,1,3,46.0
1,4,183.21820800371316,2,2,1,3,55.0
3,3,183.21820800371316,6,4,4,4,4000.0
5,3,83.85829030407344,11,5,3,4,271.0
1,6,130.2765182186235,4,4,1,4,250.0
4,6,138.02608522069195,6,5,3,4,293.0
2,6,183.21820800371316,4,4,2,4,371.0
5,6,65.60103896103895,5,5,2,4,82.0
5,3,138.02608522069195,6,4,2,4,239.0
3,6,138.02608522069195,4,4,1,4,119.0
3,6,138.02608522069195,5,5,2,4,179.0
1,2,65.60103896103895,2,2,1,3,41.0
1,2,65.60103896103895,2,2,1,3,43.0
1,5,65.60103896103895,3,2,1,3,56.0
1,2,65.60103896103895,2,2,1,3,42.0
1,2,65.60103896103895,2,2,1,3,35.0
1,2,135.26623842867315,2,3,1,3,59.0
3,3,83.85829030407344,5,4,2,4,172.0
2,2,138.02608522069195,3,2,1,3,54.0
2,4,157.98023595334942,2,2,1,3,65.0
1,6,183.21820800371316,2,4,1,4,208.0
2,6,255.9705913606096,2,5,1,4,179.0
1,4,153.45101102941177,2,2,1,3,59.0
1,6,138.02608522069195,2,4,1,4,174.0
2,6,157.98023595334942,4,4,2,4,190.0
3,3,83.85829030407344,4,4,2,4,177.0
2,3,138.02608522069195,5,4,2,4,400.0
2,6,59.82179132040629,7,4,2,4,84.0
2,6,157.98023595334942,4,5,2,4,264.0
3,3,77.14240568832707,6,4,3,4,102.0
1,6,135.26623842867315,3,4,1,4,100.0
3,3,83.85829030407344,6,4,2,4,140.0
3,3,88.63882590073068,4,5,3,4,180.0
1,6,138.02608522069195,2,4,1,4,123.0
2,6,98.00111073137388,5,5,2,4,250.0
1,6,183.21820800371316,2,4,1,4,200.0
2,6,138.67108953095203,4,5,2,4,250.0
2,6,75.42923051573571,4,5,2,4,189.0
2,4,138.02608522069195,2,2,1,3,49.0
7,3,255.9705913606096,10,5,5,4,2300.0
2,6,114.50185185185184,2,5,1,4,90.0
1,4,138.02608522069195,2,3,1,2,158.0
2,3,66.36538461538461,6,4,2,4,248.0
2,6,198.09007603821408,2,4,2,4,130.0
2,6,138.02608522069195,3,4,1,4,121.0
2,6,157.98023595334942,4,4,1,4,258.0
3,6,138.02608522069195,4,4,1,4,135.0
4,3,138.02608522069195,10,5,3,4,499.0
1,6,103.1286317058469,2,4,1,4,186.0
1,6,183.21820800371316,2,4,1,4,283.0
1,5,114.50185185185184,3,4,1,3,150.0
3,3,129.87171912486124,6,4,2,4,152.0
1,5,65.60103896103895,2,2,1,3,50.0
2,3,138.02608522069195,4,4,2,4,330.0
1,6,138.67108953095203,2,5,1,4,65.0
1,6,138.02608522069195,2,5,1,4,100.0
3,3,83.85829030407344,6,4,2,4,144.0
2,1,138.02608522069195,3,4,1,3,74.0
1,1,138.02608522069195,1,1,1,1,31.0
1,1,138.02608522069195,2,2,1,3,84.0
1,1,138.02608522069195,1,1,1,1,25.0
1,4,138.02608522069195,1,1,1,1,33.0
1,4,138.02608522069195,1,1,1,1,30.0
3,3,93.51619733735733,6,4,3,4,190.0
2,4,88.63882590073068,1,2,1,3,38.0
1,4,88.63882590073068,2,2,1,3,22.0
1,6,138.02608522069195,2,4,1,4,199.0
2,6,135.26623842867315,4,4,1,4,145.0
1,6,135.26623842867315,2,4,1,4,170.0
4,3,138.02608522069195,6,5,3,4,460.0
1,6,138.02608522069195,3,3,1,4,575.0
1,6,138.02608522069195,3,3,1,4,575.0
2,6,138.02608522069195,5,3,1,4,631.0
1,6,138.02608522069195,3,3,1,4,508.0
2,6,138.02608522069195,3,3,1,4,508.0
2,6,138.02608522069195,4,4,2,4,244.0
2,3,138.02608522069195,5,3,2,4,875.0
2,3,138.02608522069195,5,3,2,4,875.0
2,3,138.02608522069195,5,3,2,4,875.0
3,3,138.02608522069195,7,3,3,4,1117.0
3,3,138.02608522069195,7,3,3,4,1117.0
3,3,138.02608522069195,7,3,3,4,1117.0
3,3,138.02608522069195,8,3,3,4,1581.0
4,3,255.9705913606096,7,5,4,4,1000.0
3,3,135.26623842867315,5,4,2,4,490.0
6,3,117.31939891873483,8,5,4,4,1050.0
1,2,135.26623842867315,2,3,1,3,59.0
3,6,67.36219020959923,2,5,1,4,61.0
1,6,138.02608522069195,2,4,1,4,103.0
3,3,138.02608522069195,5,4,2,4,328.0
2,3,153.45101102941177,5,4,2,4,300.0
1,5,198.09007603821408,1,2,1,3,85.0
9,6,71.02556818181817,12,5,3,4,149.0
3,3,67.36219020959923,6,4,2,4,147.0
1,2,135.26623842867315,2,3,1,3,79.0
1,4,68.52813852813853,2,2,1,3,49.0
3,3,138.02608522069195,4,5,3,4,222.0
1,4,138.02608522069195,2,2,1,3,99.0
2,6,138.02608522069195,4,5,2,4,115.0
5,3,255.9705913606096,7,5,4,4,414.0
3,3,103.1286317058469,6,5,6,4,150.0
3,3,67.36219020959923,8,4,3,4,211.0
3,6,98.00111073137388,6,5,3,4,146.0
1,6,71.02556818181817,2,5,1,4,140.0
1,2,103.1286317058469,2,2,1,3,100.0
6,6,138.02608522069195,6,2,1,3,180.0
1,4,138.02608522069195,1,2,1,3,36.0
2,6,255.9705913606096,4,4,1,4,250.0
1,4,138.02608522069195,1,2,1,3,35.0
3,6,198.09007603821408,6,5,3,4,1194.0
1,6,255.9705913606096,2,5,1,4,136.0
1,6,93.51619733735733,2,4,1,4,144.0
4,3,135.26623842867315,5,4,2,4,450.0
1,6,138.02608522069195,2,4,1,4,93.0
3,6,77.14240568832707,6,5,3,4,183.0
9,3,255.9705913606096,8,5,4,4,747.0
1,6,138.02608522069195,2,4,1,4,113.0
3,6,183.21820800371316,4,4,2,4,208.0
1,6,138.02608522069195,2,4,1,4,82.0
2,6,138.02608522069195,2,3,1,2,186.0
2,5,138.02608522069195,3,3,2,2,253.0
1,6,138.02608522069195,2,3,1,2,187.0
1,6,138.02608522069195,1,3,1,2,159.0
3,5,138.02608522069195,4,3,2,2,330.0
1,4,67.36219020959923,1,2,1,3,32.0
2,3,138.02608522069195,4,4,2,4,260.0
1,6,138.02608522069195,2,4,1,4,87.0
2,6,183.21820800371316,4,4,1,4,436.0
2,6,138.02608522069195,4,4,1,4,165.0
1,6,138.02608522069195,2,4,1,4,170.0
2,6,88.63882590073068,1,5,1,4,65.0
5,6,129.87171912486124,7,4,3,4,362.0
2,6,157.98023595334942,4,4,2,4,151.0
6,3,88.63882590073068,8,5,3,4,250.0
1,6,138.02608522069195,2,4,1,4,149.0
4,6,138.02608522069195,7,4,1,4,1213.0
1,3,103.1286317058469,2,2,1,3,80.0
1,5,67.36219020959923,2,3,1,2,95.0
2,6,255.9705913606096,4,4,2,4,197.0
4,3,130.2765182186235,8,4,3,4,192.0
1,6,138.02608522069195,2,4,1,4,150.0
2,6,138.02608522069195,4,4,2,4,181.0
1,6,153.45101102941177,2,4,1,4,174.0
3,3,153.45101102941177,4,4,2,4,260.0
3,6,65.60103896103895,5,4,2,4,154.0
7,3,255.9705913606096,11,5,5,4,1250.0
3,3,100.7890625,4,4,2,4,300.0
1,6,138.02608522069195,2,4,1,4,220.0
2,6,153.45101102941177,4,4,2,4,142.0
2,6,135.26623842867315,2,4,1,4,85.0
2,4,72.17170111287759,2,2,1,3,35.0
2,4,135.26623842867315,4,2,2,3,150.0
1,4,86.30045662100457,2,2,1,3,73.0
3,6,129.87171912486124,4,5,2,4,280.0
3,3,157.98023595334942,6,5,2,4,531.0
2,5,157.98023595334942,4,2,1,3,98.0
5,3,255.9705913606096,8,5,4,4,936.0
1,3,83.85829030407344,4,4,2,4,180.0
1,6,93.51619733735733,2,2,1,3,45.0
1,4,153.45101102941177,2,2,1,3,129.0
5,6,138.02608522069195,6,5,2,4,165.0
2,6,117.31939891873483,4,6,2,4,370.0
1,4,129.87171912486124,1,2,1,3,40.0
2,3,117.31939891873483,5,4,2,4,141.0
1,6,183.21820800371316,2,4,1,4,250.0
3,5,75.42923051573571,3,2,1,3,58.0
2,6,117.31939891873483,4,5,1,4,110.0
4,6,86.30045662100457,5,3,2,2,259.0
2,3,138.02608522069195,4,4,2,4,270.0
1,4,56.88147754451237,2,2,1,3,38.0
1,4,86.30045662100457,2,2,1,3,73.0
2,4,86.30045662100457,4,2,2,3,146.0
1,6,117.31939891873483,2,4,1,4,259.0
4,6,86.30045662100457,5,3,2,2,259.0
4,6,86.30045662100457,5,3,2,2,259.0
4,6,86.30045662100457,5,3,2,2,259.0
2,3,138.02608522069195,4,3,2,2,350.0
2,5,67.36219020959923,3,3,1,2,105.0
2,6,135.26623842867315,3,4,2,4,123.0
2,6,88.63882590073068,4,4,2,4,129.0
2,4,75.42923051573571,2,2,1,3,40.0
1,5,138.02608522069195,2,2,1,3,50.0
1,5,67.36219020959923,2,3,1,2,95.0
1,5,255.9705913606096,1,2,1,3,70.0
1,5,117.31939891873483,2,2,1,3,48.0
3,6,138.02608522069195,6,5,2,4,219.0
1,2,138.02608522069195,2,2,1,3,30.0
1,6,138.02608522069195,2,4,1,4,99.0
2,6,98.00111073137388,4,5,2,4,109.0
11,3,71.02556818181817,13,5,5,4,340.0
3,3,135.26623842867315,6,4,3,4,493.0
1,5,67.36219020959923,2,3,1,2,95.0
1,6,67.36219020959923,2,4,1,4,95.0
3,6,59.82179132040629,6,4,3,4,115.0
5,3,255.9705913606096,10,5,5,4,2070.0
3,3,157.98023595334942,6,5,3,4,500.0
2,3,56.88147754451237,4,5,2,4,148.0
3,3,198.09007603821408,6,5,3,4,375.0
6,6,138.02608522069195,6,4,2,4,289.0
1,4,98.00111073137388,2,3,1,3,229.0
1,4,98.00111073137388,2,3,1,3,200.0
2,2,138.02608522069195,4,3,2,3,419.0
3,6,94.17872340425532,6,4,2,4,141.0
3,6,98.00111073137388,4,4,2,4,137.0
4,6,114.50185185185184,6,6,2,4,200.0
2,3,198.09007603821408,6,4,2,4,304.0
4,3,69.13580246913581,7,4,3,4,205.0
2,6,65.60103896103895,4,5,1,4,67.0
4,3,129.87171912486124,6,5,4,4,175.0
1,6,198.09007603821408,2,4,1,4,122.0
1,4,157.98023595334942,2,2,1,3,64.0
8,3,67.36219020959923,11,5,3,4,170.0
5,3,114.50185185185184,10,5,5,4,357.0
4,6,62.0703125,5,4,2,4,100.0
1,4,138.02608522069195,1,2,1,3,149.0
3,3,192.2759874726177,4,4,2,4,250.0
3,6,117.31939891873483,5,4,2,4,181.0
1,4,106.39955357142856,1,2,1,3,45.0
3,3,129.87171912486124,6,4,2,4,149.0
2,6,138.02608522069195,3,4,1,4,190.0
1,6,114.50185185185184,2,5,1,4,114.0
2,6,138.67108953095203,3,5,1,4,85.0
4,3,77.14240568832707,5,4,3,4,125.0
1,6,117.31939891873483,2,4,1,4,138.0
2,3,198.09007603821408,5,4,3,4,445.0
1,6,192.2759874726177,2,4,1,4,169.0
1,5,153.45101102941177,2,3,1,4,170.0
1,6,255.9705913606096,2,4,1,4,182.0
6,3,255.9705913606096,8,5,4,4,764.0
3,3,138.02608522069195,4,4,2,4,345.0
4,3,129.87171912486124,5,5,4,4,250.0
1,6,56.88147754451237,2,5,1,4,90.0
1,6,255.9705913606096,4,4,1,4,182.0
2,3,157.98023595334942,4,4,2,4,105.0
1,6,93.51619733735733,2,5,1,4,96.0
2,6,135.26623842867315,4,4,2,4,314.0
3,3,153.45101102941177,4,4,2,4,185.0
5,3,135.26623842867315,8,5,5,4,950.0
1,6,98.00111073137388,2,5,1,4,130.0
2,6,138.02608522069195,4,5,2,4,200.0
3,3,138.02608522069195,8,4,3,4,1581.0
1,6,138.02608522069195,2,4,1,4,146.0
6,3,255.9705913606096,10,5,5,4,688.0
1,6,114.50185185185184,2,4,1,4,198.0
1,6,183.21820800371316,2,4,1,4,200.0
1,5,138.02608522069195,1,2,1,3,70.0
1,5,138.02608522069195,1,2,1,3,70.0
1,5,138.02608522069195,2,2,1,3,79.0
2,6,138.67108953095203,4,4,2,4,179.0
1,6,59.82179132040629,2,4,1,4,70.0
3,6,56.88147754451237,5,5,3,4,125.0
2,6,138.02608522069195,5,4,2,4,179.0
1,5,138.02608522069195,2,2,1,3,79.0
1,5,138.02608522069195,1,2,1,3,70.0
1,5,138.02608522069195,2,2,1,3,79.0
1,5,138.02608522069195,2,2,1,3,79.0
4,3,255.9705913606096,6,4,3,4,1020.0
3,6,220.34827684827684,4,4,2,4,444.0
1,4,84.19321449108683,2,2,1,3,40.0
1,6,220.34827684827684,2,4,1,4,182.0
1,6,138.02608522069195,2,4,1,4,163.0
9,3,157.98023595334942,9,5,4,4,300.0
1,4,106.39955357142856,2,2,1,3,90.0
1,6,138.02608522069195,2,4,1,4,123.0
2,6,93.51619733735733,4,5,1,4,111.0
3,3,183.21820800371316,5,4,3,4,636.0
1,6,135.26623842867315,2,5,1,4,96.0
1,6,75.42923051573571,2,2,1,3,49.0
10,3,106.39955357142856,14,5,5,4,453.0
4,3,116.07480748074806,7,2,3,3,86.0
1,2,138.02608522069195,1,2,1,3,59.0
2,2,138.02608522069195,4,2,1,3,73.0
1,2,138.02608522069195,2,2,1,3,59.0
4,3,255.9705913606096,8,5,4,4,1329.0
1,5,138.02608522069195,2,4,1,4,85.0
1,5,138.02608522069195,2,2,1,3,85.0
1,6,138.02608522069195,2,4,1,4,109.0
1,6,117.31939891873483,2,4,1,4,104.0
4,3,255.9705913606096,8,5,3,4,1332.0
1,6,153.45101102941177,2,4,1,4,194.0
2,6,192.2759874726177,3,4,2,4,224.0
2,3,94.17872340425532,6,4,2,4,155.0
3,4,93.51619733735733,5,2,3,3,700.0
2,5,138.02608522069195,3,3,1,2,130.0
1,5,138.67108953095203,2,2,1,3,107.0
1,5,138.02608522069195,2,2,1,3,76.0
4,6,138.02608522069195,2,4,1,4,174.0
1,6,255.9705913606096,2,5,1,4,221.0
3,6,88.63882590073068,4,5,2,4,150.0
1,6,75.42923051573571,2,2,1,3,55.0
5,3,255.9705913606096,12,5,4,4,709.0
2,6,117.31939891873483,2,5,2,4,80.0
5,3,183.21820800371316,8,5,4,4,1200.0
3,6,183.21820800371316,5,4,2,4,279.0
5,3,192.2759874726177,7,4,3,4,850.0
3,3,83.85829030407344,11,5,3,4,271.0
2,4,59.82179132040629,3,2,1,3,45.0
4,3,77.14240568832707,7,5,4,4,350.0
1,4,71.02556818181817,2,2,1,3,42.0
3,3,255.9705913606096,6,4,3,4,814.0
2,6,84.19321449108683,3,5,2,4,108.0
2,4,77.14240568832707,4,2,2,3,199.0
2,6,192.2759874726177,4,4,1,4,370.0
1,6,138.02608522069195,2,4,1,4,134.0
2,6,93.51619733735733,4,5,2,4,139.0
1,6,138.02608522069195,2,4,1,4,99.0
1,6,93.51619733735733,3,4,1,4,125.0
3,3,153.45101102941177,6,5,3,4,2777.0
2,6,192.2759874726177,4,4,1,4,192.0
3,3,255.9705913606096,6,5,3,4,1000.0
3,3,255.9705913606096,6,5,3,4,1029.0
1,2,138.02608522069195,1,1,1,1,45.0
3,6,98.00111073137388,4,4,2,4,90.0
6,6,192.2759874726177,6,4,3,4,350.0
2,6,138.02608522069195,4,4,1,4,73.0
1,6,183.21820800371316,2,4,1,4,130.0
1,6,183.21820800371316,2,4,1,4,113.0
3,6,77.14240568832707,4,5,2,4,85.0
2,4,106.39955357142856,1,2,1,3,35.0
4,3,255.9705913606096,10,5,3,4,1500.0
2,6,183.21820800371316,2,5,1,4,180.0
1,6,255.9705913606096,2,6,1,4,550.0
2,6,117.31939891873483,2,5,1,4,98.0
6,3,255.9705913606096,8,5,3,4,1357.0
1,6,157.98023595334942,2,4,1,4,150.0
3,3,183.21820800371316,6,4,3,4,625.0
1,6,183.21820800371316,2,4,1,4,213.0
4,6,255.9705913606096,7,5,3,4,900.0
1,6,138.02608522069195,2,4,1,4,140.0
1,6,138.02608522069195,2,4,1,4,159.0
1,6,138.02608522069195,2,4,1,4,151.0
2,6,138.02608522069195,5,4,1,4,155.0
2,6,138.02608522069195,4,4,1,4,229.0
3,6,192.2759874726177,4,4,2,4,160.0
2,3,138.02608522069195,5,4,2,4,120.0
3,3,157.98023595334942,5,5,3,4,220.0
2,6,135.26623842867315,4,4,2,4,329.0
1,5,106.39955357142856,2,2,1,3,60.0
2,6,98.00111073137388,3,4,1,4,85.0
5,3,192.2759874726177,10,5,5,4,1400.0
4,6,183.21820800371316,6,4,2,4,175.0
4,3,98.00111073137388,7,4,2,4,133.0
3,6,66.36538461538461,6,4,2,4,120.0
1,5,75.42923051573571,2,2,1,3,85.0
3,3,183.21820800371316,6,4,3,4,910.0
1,6,183.21820800371316,3,4,1,4,130.0
7,3,135.26623842867315,9,5,5,4,1340.0
2,6,103.1286317058469,4,4,1,4,140.0
2,5,153.45101102941177,1,2,1,3,63.0
2,6,198.09007603821408,2,4,1,4,97.0
2,6,88.63882590073068,3,4,1,4,88.0
4,3,94.17872340425532,7,5,4,4,607.0
5,3,255.9705913606096,8,5,4,4,1000.0
3,3,183.21820800371316,6,5,3,4,700.0
4,3,157.98023595334942,6,4,3,4,260.0
2,6,129.87171912486124,3,4,1,4,110.0
2,3,100.7890625,3,5,2,4,125.0
1,6,138.67108953095203,2,4,1,4,312.0
1,3,56.88147754451237,2,2,1,3,99.0
5,6,192.2759874726177,4,4,1,4,190.0
1,3,138.67108953095203,4,3,2,4,689.0
1,2,135.26623842867315,2,2,1,3,90.0
3,6,135.26623842867315,4,4,2,4,429.0
2,6,129.87171912486124,1,5,1,4,180.0
2,6,138.67108953095203,4,4,2,4,202.0
1,6,138.02608522069195,4,4,1,4,179.0
2,6,98.00111073137388,4,4,1,4,75.0
3,3,157.98023595334942,4,5,2,4,280.0
1,6,138.67108953095203,2,4,1,4,90.0
1,4,65.60103896103895,2,2,1,3,48.0
1,5,138.02608522069195,2,3,1,3,250.0
1,5,138.02608522069195,2,3,1,3,166.0
1,6,138.02608522069195,2,4,1,4,107.0
1,6,129.87171912486124,3,5,1,4,64.0
1,6,138.02608522069195,2,4,1,4,280.0
