host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price,distance_to_city_center,email,phone,reviews,jumio,Long term stays allowed,Wifi,Essentials,Smoke alarm,mapped_property_type,mapped_bathrooms,mapped_room_type,response_time
2010-08-30,1.0,0.98,1,2.0,1,1,4,1,2,2,1125,1,7,1125,1125,1,1125,1,8,9,35,118,89,34,7,2019-05-27,2021-12-04,4.96,4.97,4.97,4.94,5.0,4.91,4.91,0,3,3,0,0,2.88,125.0,6.672140909271754,1,1,1,0,1,1,1,1,4,6,4.0,4.0
2014-09-09,1.0,1.0,0,22.0,1,1,2,1,1,4,1125,4,4,1125,1125,4,1125,1,0,0,0,0,8,3,0,2019-06-23,2021-06-20,4.63,4.38,4.38,5.0,5.0,5.0,4.63,1,22,22,0,0,0.27,120.0,1.436097567101918,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2019-04-03,0.2,0.71,0,1.0,1,1,4,2,2,90,365,90,90,365,365,90,365,1,25,55,85,360,25,5,0,2019-05-22,2021-06-21,4.68,4.8,4.48,4.92,4.68,5.0,4.56,0,1,1,0,0,0.8,700.0,22.988974573848274,1,1,0,0,1,1,1,1,5,6,4.0,1.0
2019-03-28,0.0,0.0,0,3.0,1,1,2,1,1,90,180,90,90,180,180,90,180,1,28,49,79,259,12,0,0,2019-04-17,2020-03-28,4.83,4.67,4.5,5.0,4.92,4.75,4.92,0,2,0,2,0,0.37,48.0,9.13431429334862,1,1,0,0,1,1,1,1,2,4,3.0,1.0
2019-03-28,0.0,0.0,0,3.0,1,1,2,1,1,90,180,90,90,180,180,90,180,1,28,49,79,259,24,0,0,2019-04-07,2020-12-07,4.91,4.96,4.78,5.0,5.0,5.0,5.0,0,2,0,2,0,0.74,42.0,9.113752693923184,1,1,0,0,1,1,1,1,2,4,3.0,1.0
2017-10-05,1.0,1.0,1,2.0,1,1,5,3,3,7,1125,3,7,1125,1125,6,1125,1,0,11,11,11,96,17,0,2019-04-22,2021-09-29,4.96,4.93,4.98,4.82,4.98,4.86,4.82,0,2,2,0,0,2.99,203.0,3.652519354048464,1,1,0,0,1,1,1,1,4,3,4.0,4.0
2017-12-04,1.0,0.95,1,2.0,1,1,2,1,1,7,1125,7,7,1125,1125,7,1125,1,0,0,25,49,6,6,0,2021-02-15,2021-08-16,5.0,5.0,5.0,5.0,5.0,5.0,4.83,0,2,2,0,0,0.61,557.0,7.356039164719395,1,1,0,1,1,1,1,1,4,6,4.0,3.0
2018-11-27,0.98,0.99,0,54.0,1,1,4,2,2,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,49,32,2,2019-04-19,2021-11-13,4.8,4.8,4.76,4.78,4.92,4.98,4.71,1,2,2,0,0,1.52,269.0,15.026662921691948,1,1,0,0,1,1,1,1,4,3,4.0,4.0
2017-12-20,1.0,0.9,1,4.0,1,1,2,1,1,1,1125,1,2,1125,1125,1,1125,1,9,9,9,9,31,7,0,2019-04-07,2021-11-07,4.84,4.77,4.87,4.87,4.97,4.97,4.55,0,3,1,1,0,0.95,242.0,24.399968703003438,1,1,1,0,1,1,1,1,2,5,3.0,3.0
2019-02-21,1.0,1.0,0,3.0,1,1,3,1,1,1,1125,1,1,1125,1125,1,1125,1,29,59,89,269,3,1,0,2019-06-10,2021-09-17,2.33,2.33,2.33,2.33,2.33,2.33,2.33,0,2,0,2,0,0.1,58.0,32.98800168518973,0,1,0,0,1,1,1,1,2,4,3.0,4.0
2017-12-20,1.0,0.9,1,4.0,1,1,2,1,1,1,31,1,2,1125,1125,1,1125,1,5,5,5,5,54,11,0,2019-04-12,2021-11-07,4.94,4.89,4.81,4.91,4.89,4.89,4.69,0,3,1,1,0,1.67,250.0,24.294561471442886,1,1,1,0,1,1,1,1,3,5,2.0,3.0
2019-02-21,1.0,1.0,0,3.0,1,1,3,1,2,1,1125,1,1,1125,1125,1,1125,1,29,59,89,269,1,0,0,2019-10-20,2019-10-20,4.0,3.0,4.0,3.0,2.0,4.0,4.0,0,2,0,2,0,0.04,58.0,32.878307646981774,0,1,0,0,1,1,1,1,2,4,3.0,4.0
2019-04-05,1.0,1.0,0,1.0,1,1,1,1,1,90,120,90,90,1125,1125,90,1125,1,21,51,81,82,27,12,0,2019-04-22,2021-10-06,4.52,4.67,4.41,4.7,4.7,4.63,4.67,1,1,0,1,0,0.84,35.0,14.362415127154954,1,1,0,1,1,1,1,1,2,4,3.0,4.0
2019-04-04,1.0,0.98,1,2.0,1,1,4,1,1,2,1125,2,2,1125,1125,2,1125,1,29,59,89,179,31,2,0,2019-05-04,2021-05-23,4.65,4.81,4.84,4.94,4.94,4.74,4.65,0,2,0,2,0,0.98,45.0,18.318547731467085,1,1,0,1,1,1,1,1,2,4,3.0,4.0
2014-03-16,0.0,0.0,0,1.0,1,1,2,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,7,122,10,0,0,2019-04-17,2019-11-28,4.7,4.9,4.7,5.0,5.0,5.0,4.9,0,1,1,0,0,0.31,120.0,5.093086417861559,1,1,1,1,1,1,1,1,4,6,4.0,1.0
2019-03-31,1.0,0.96,0,2.0,1,1,2,1,1,1,1125,1,5,1125,1125,1,1125,1,30,60,90,365,202,9,2,2019-04-18,2021-12-05,4.34,4.65,4.37,4.87,4.86,4.89,4.52,1,2,0,0,0,6.27,105.0,0.5180409155000512,1,1,1,0,1,1,1,1,6,2,2.0,4.0
2019-03-31,1.0,0.96,0,2.0,1,1,2,1,2,1,1125,1,5,1125,1125,1,1125,1,29,59,89,364,20,0,0,2019-04-22,2020-02-19,4.45,4.9,4.7,5.0,4.85,5.0,4.5,1,2,0,0,0,0.62,118.0,0.5180409155000512,1,1,1,0,1,1,1,1,3,2,2.0,4.0
2016-07-13,1.0,0.98,1,5.0,1,1,3,1,1,3,65,3,3,1125,1125,3,1125,1,9,26,56,307,22,7,0,2019-04-13,2021-10-10,4.91,4.86,4.91,4.95,5.0,4.73,4.91,1,4,0,4,0,0.68,90.0,11.374181098336642,1,1,0,0,1,1,1,1,2,5,3.0,4.0
2015-02-24,1.0,0.95,1,1.0,1,1,2,1,1,3,20,3,3,20,20,3,20,1,4,10,15,15,29,19,2,2019-10-26,2021-11-28,4.9,4.93,4.86,5.0,5.0,4.93,4.9,0,1,1,0,0,1.12,125.0,5.817498064276658,1,1,0,1,0,1,1,1,4,6,4.0,3.0
2012-07-07,1.0,0.53,0,6.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,160,15,0,0,2019-04-20,2020-02-14,4.93,5.0,4.73,5.0,5.0,5.0,4.8,0,5,1,4,0,0.47,96.0,1.4271995970919393,1,1,1,1,1,1,1,1,2,5,3.0,3.0
2016-07-27,1.0,0.98,1,10.0,1,1,6,1,3,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,24,0,0,2019-05-02,2020-06-08,4.88,4.88,4.67,5.0,5.0,5.0,4.92,0,9,8,0,0,0.76,150.0,3.9320292440777185,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2018-11-23,0.8,0.89,0,2.0,1,1,5,2,3,90,200,90,90,200,200,90,200,1,0,0,0,0,71,1,0,2019-04-14,2021-03-07,4.72,4.84,4.78,4.84,4.94,4.98,4.86,1,1,1,0,0,2.2,343.0,1.3047506239085405,1,1,0,0,0,1,0,1,5,6,4.0,4.0
2019-04-09,1.0,1.0,1,1.0,1,1,4,2,2,2,1125,2,2,1125,1125,2,1125,1,0,0,16,80,49,10,0,2019-05-12,2021-09-17,5.0,5.0,5.0,5.0,5.0,4.98,4.98,1,1,1,0,0,1.56,251.0,29.623733516740533,1,1,0,1,1,1,1,1,4,6,4.0,4.0
2016-04-10,1.0,0.65,1,2.0,1,1,6,3,3,2,1125,2,2,1125,1125,2,1125,1,13,29,55,316,59,24,3,2019-06-02,2021-11-26,4.8,4.92,4.69,4.47,4.69,4.97,4.68,0,2,2,0,0,1.92,643.0,0.5936717429198383,0,1,1,0,1,1,1,0,4,3,4.0,3.0
2014-04-22,1.0,1.0,0,2.0,1,0,4,2,2,7,90,7,7,90,90,7,90,1,7,12,18,269,5,3,0,2019-06-04,2021-10-30,4.5,4.5,4.0,4.75,5.0,4.75,4.25,0,1,1,0,0,0.16,250.0,10.938072375647355,1,1,0,0,1,1,1,1,4,6,4.0,4.0
2016-09-15,1.0,0.98,1,2.0,1,1,7,3,3,2,1125,2,3,1125,1125,2,1125,1,3,14,24,114,76,31,4,2019-06-05,2021-11-30,5.0,4.97,4.93,4.99,4.99,4.93,4.88,1,2,2,0,0,2.48,326.0,1.2071656321940485,1,1,0,1,1,1,1,1,5,3,4.0,4.0
2016-02-09,1.0,1.0,1,1.0,1,1,2,1,1,3,1125,3,3,1125,1125,3,1125,1,13,33,56,56,67,4,0,2019-04-13,2021-06-20,4.88,4.97,4.97,4.99,4.99,4.9,4.91,0,1,1,0,0,2.07,60.0,23.923114930163774,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2019-04-09,1.0,0.99,0,5.0,1,1,2,1,1,1,365,1,3,365,365,1,365,1,25,55,85,360,128,62,8,2019-05-26,2021-12-04,4.69,4.7,4.84,4.8,4.79,4.89,4.76,1,5,0,0,0,4.14,137.0,1.482274429062501,1,1,0,0,1,1,1,1,3,4,2.0,4.0
2015-12-18,0.89,0.98,0,5.0,1,1,2,1,1,1,14,1,1,1125,1125,1,1125,1,19,49,79,169,65,14,0,2019-04-15,2021-06-20,4.62,4.78,4.78,4.8,4.63,4.94,4.74,0,5,0,5,0,2.01,64.0,2.764162081400004,1,1,0,1,0,1,1,1,3,2,3.0,4.0
2016-05-05,1.0,0.98,1,1.0,1,1,4,2,2,2,1125,2,2,1125,1125,2,1125,1,0,6,31,54,177,51,0,2019-04-17,2021-06-27,4.96,4.99,4.97,4.97,4.99,4.91,4.9,1,1,1,0,0,5.49,164.0,23.209911168431567,1,1,0,1,1,1,1,1,5,6,4.0,4.0
2015-08-11,0.9,0.38,0,49.0,1,1,6,3,3,7,1125,7,7,1125,1125,7,1125,1,23,53,83,358,1,0,0,2019-12-28,2019-12-28,4.0,5.0,4.0,5.0,5.0,5.0,5.0,0,47,47,0,0,0.04,725.0,3.1713929180745066,1,1,1,1,1,1,1,1,5,3,4.0,4.0
2017-08-26,0.0,0.0,0,2.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,4,0,0,2019-04-21,2019-10-17,4.5,4.75,4.75,5.0,4.75,4.75,4.5,0,2,0,2,0,0.12,49.0,39.373240573034366,1,1,1,1,1,1,1,1,2,4,3.0,1.0
2015-12-22,1.0,0.5,0,5.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,23,0,0,2019-04-27,2020-10-10,4.96,5.0,4.96,4.96,5.0,4.91,4.83,0,1,1,0,0,0.72,180.0,30.705512043138075,1,1,1,1,1,1,1,1,4,6,4.0,2.0
2017-02-14,1.0,0.94,0,7.0,1,1,1,1,1,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,38,17,0,2019-05-04,2021-07-09,4.84,4.84,4.78,4.97,4.86,4.84,4.92,1,5,0,5,0,1.2,45.0,13.879739378668882,1,1,0,1,1,1,1,1,2,4,3.0,4.0
2018-11-12,0.25,0.82,0,28.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,23,1,0,2019-05-12,2020-12-26,4.87,4.85,5.0,4.92,5.0,4.92,4.77,1,7,7,0,0,0.73,175.0,2.627164525676487,1,1,0,0,0,1,0,1,4,6,4.0,1.0
2015-07-14,1.0,0.97,0,17.0,1,1,5,2,3,2,365,2,7,365,365,4,365,1,8,36,66,341,38,12,1,2019-04-24,2021-11-21,4.24,4.37,4.29,4.84,4.79,4.97,4.37,1,14,14,0,0,1.19,258.0,1.07595087017885,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2011-05-25,1.0,0.75,1,1.0,1,1,4,2,3,2,1125,1,2,1125,1125,1,1125,1,12,13,14,105,12,7,0,2019-08-31,2021-06-25,4.92,4.92,5.0,5.0,5.0,5.0,5.0,0,2,0,2,0,0.43,90.0,14.884647676572222,1,1,0,1,1,1,1,1,2,5,3.0,4.0
2017-10-04,1.0,0.99,0,6.0,1,1,2,1,1,2,1125,1,2,1125,1125,2,1125,1,12,40,63,63,84,22,2,2019-05-20,2021-11-20,4.82,4.92,4.96,4.94,4.9,5.0,4.8,1,5,5,0,0,2.7,180.0,2.800724123374312,1,1,1,0,1,1,1,1,4,6,4.0,4.0
2017-11-12,1.0,1.0,0,9.0,1,1,2,1,2,2,1108,2,3,1108,1108,2,1108,1,0,0,0,1,2,0,0,2019-11-05,2020-07-10,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1,9,9,0,0,0.08,170.0,5.658999778989796,1,1,0,1,1,1,1,1,4,6,4.0,4.0
2015-01-04,1.0,0.0,1,1.0,1,1,3,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,9,0,0,2019-04-22,2020-03-08,4.89,5.0,5.0,5.0,5.0,5.0,4.89,0,1,1,0,0,0.28,120.0,6.012220911165348,1,1,0,0,1,1,1,1,4,6,4.0,1.0
2015-04-29,0.86,0.93,0,1.0,1,1,2,1,1,2,365,2,2,1125,1125,2,1125,1,1,9,39,154,31,5,0,2019-04-20,2021-06-25,4.58,4.97,4.71,4.94,4.71,5.0,4.65,0,1,1,0,0,0.96,159.0,2.705647128057342,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2018-04-20,1.0,1.0,1,1.0,1,1,2,1,2,2,5,2,2,1125,1125,2,1125,1,9,21,51,321,106,25,3,2019-04-27,2021-11-20,4.92,4.91,4.93,4.97,4.93,4.94,4.69,1,1,1,0,0,3.32,321.0,27.650322330974223,1,1,0,1,0,1,1,1,6,6,4.0,4.0
2013-01-15,1.0,0.99,0,9.0,1,1,4,2,3,28,1125,28,28,1125,1125,28,1125,1,0,5,35,241,53,7,0,2019-05-28,2021-01-22,4.68,4.81,4.85,4.94,4.92,4.89,4.68,0,6,6,0,0,1.72,150.0,6.37957719860921,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2017-02-21,1.0,0.96,0,11.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,24,0,0,2019-05-15,2020-03-29,4.46,4.46,4.38,4.96,4.96,4.63,4.33,0,2,2,0,0,0.77,129.0,4.685168842066544,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2015-02-24,1.0,0.99,0,8.0,1,1,10,5,5,4,1125,4,6,1125,1125,4,1125,1,25,55,85,360,11,1,0,2019-06-13,2021-02-09,4.91,4.82,4.91,5.0,5.0,4.91,4.55,1,7,7,0,0,0.36,771.0,33.728829334258954,1,1,1,1,1,1,1,1,5,3,4.0,4.0
2012-08-15,1.0,0.91,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,1,2,32,307,28,0,0,2019-04-22,2020-11-21,4.43,4.71,4.21,4.86,4.82,4.93,4.36,0,1,1,0,0,0.87,149.0,12.275477521334178,1,1,1,1,1,1,1,1,4,6,4.0,2.0
2012-09-27,1.0,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,4,4,4,268,5,0,0,2019-05-21,2019-11-26,5.0,5.0,5.0,5.0,5.0,4.5,5.0,1,1,1,0,0,0.16,110.0,2.2187579923718506,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2012-12-12,1.0,0.75,0,2.0,1,1,4,1,3,2,90,2,2,90,90,2,90,1,1,28,58,331,1,0,0,2019-12-30,2019-12-30,3.0,2.0,2.0,5.0,5.0,5.0,2.0,1,8,8,0,0,0.04,180.0,0.5764357616331124,1,1,1,1,1,1,1,0,4,6,4.0,4.0
2011-04-30,0.0,0.08,0,1.0,1,1,6,3,3,3,180,3,7,180,180,3,180,1,18,48,78,78,8,0,0,2019-09-22,2020-06-12,4.86,4.86,4.29,5.0,5.0,5.0,4.86,0,1,1,0,0,0.3,579.0,15.920705980551366,1,1,1,1,1,1,1,1,5,3,4.0,1.0
2019-04-16,0.97,0.93,1,7.0,1,1,4,1,2,2,1125,2,2,1125,1125,2,1125,1,22,24,28,188,44,5,0,2019-05-01,2021-10-29,4.8,4.93,4.82,4.93,4.91,4.82,4.89,0,10,10,0,0,1.39,155.0,7.09057923216652,1,1,0,1,1,1,1,1,4,6,,4.0
2019-04-16,0.97,0.93,1,7.0,1,1,4,1,1,2,1125,2,2,1125,1125,2,1125,1,0,0,0,156,61,26,0,2019-04-22,2021-06-23,4.72,4.69,4.85,4.87,4.82,4.61,4.59,0,10,10,0,0,1.9,129.0,6.977242726864551,1,1,0,1,1,1,1,1,4,6,4.0,4.0
2019-04-16,0.97,0.93,1,7.0,1,1,4,1,2,2,1125,2,2,1125,1125,2,1125,1,18,46,76,256,18,3,0,2019-04-28,2020-12-31,4.94,4.89,4.78,5.0,5.0,4.83,4.94,0,10,10,0,0,0.56,1000.0,7.142036612923573,1,1,0,1,1,1,1,1,4,6,4.0,4.0
2019-04-16,0.97,0.93,1,7.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,0,20,46,210,46,19,0,2019-04-20,2021-11-01,4.89,4.78,4.76,4.89,4.85,4.65,4.74,0,10,10,0,0,1.43,97.0,7.085816071958572,1,1,0,1,1,1,1,1,4,6,4.0,4.0
2019-04-17,1.0,1.0,1,1.0,1,1,3,1,2,1,1125,1,5,1125,1125,1,1125,1,1,1,8,8,20,3,3,2019-05-26,2021-11-20,4.65,4.9,4.6,4.75,4.75,4.95,4.8,0,1,1,0,0,0.65,140.0,20.03487404571754,0,1,0,0,1,1,1,1,4,6,4.0,4.0
2014-12-07,1.0,1.0,1,2.0,1,1,5,2,3,2,1125,2,7,1125,1125,2,1125,1,15,38,68,343,27,8,2,2019-04-27,2021-11-27,4.96,4.93,5.0,5.0,4.96,5.0,4.63,1,1,1,0,0,0.85,951.0,31.871888168029972,1,1,0,1,1,1,1,1,5,6,4.0,4.0
2018-02-03,0.75,0.38,0,1.0,1,0,1,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,8,283,14,2,0,2019-07-31,2021-01-04,4.79,4.79,4.5,4.86,4.86,4.79,4.79,0,1,0,1,0,0.49,25.0,11.164319207880233,1,1,0,0,1,1,1,0,2,4,3.0,2.0
2013-08-26,1.0,1.0,0,1.0,1,1,4,2,3,3,1125,3,3,1125,1125,3,1125,1,1,1,1,252,4,0,0,2019-09-27,2020-01-03,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,1,1,0,0,0.15,770.0,27.391655799264683,1,1,1,1,1,1,1,1,5,3,4.0,4.0
2019-04-20,0.5,0.8164300559552359,0,1.0,1,0,4,3,3,30,180,30,30,180,180,30,180,1,0,0,23,203,2,0,0,2019-12-01,2020-04-28,3.0,4.5,3.0,3.5,3.0,5.0,4.0,0,1,1,0,0,0.08,138.0,5.635911936314749,1,1,0,0,1,1,1,1,5,3,4.0,2.0
2011-03-29,1.0,0.58,0,1.0,1,1,7,4,4,7,42,4,7,42,42,6,42,1,1,2,2,11,14,3,0,2019-09-02,2021-04-18,4.92,4.92,4.62,4.92,4.92,4.85,4.92,0,1,1,0,0,0.51,475.0,13.512799938627703,1,1,1,1,1,1,1,1,5,3,4.0,3.0
2016-11-18,1.0,0.92,1,2.0,1,1,2,1,1,2,8,2,2,8,8,2,8,1,1,6,29,29,78,33,3,2019-06-02,2021-12-04,4.99,5.0,4.99,4.99,5.0,5.0,4.85,0,1,1,0,0,2.54,250.0,10.331801226955367,1,1,0,1,0,1,1,1,4,6,4.0,3.0
2019-04-04,1.0,0.98,1,2.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,25,55,85,176,70,3,1,2019-05-14,2021-11-10,4.75,4.87,4.88,4.9,4.87,4.72,4.81,0,2,0,2,0,2.23,35.0,18.470192180755298,1,1,0,1,1,1,1,1,2,4,3.0,4.0
2017-01-09,1.0,1.0,1,1.0,1,1,1,1,1,3,1125,2,3,1125,1125,2,1125,1,18,48,78,79,3,0,0,2019-06-06,2019-07-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1,0,0.1,45.0,27.09392806141132,1,1,0,0,1,1,1,1,2,4,3.0,4.0
2019-01-21,0.96,0.99,1,8.0,1,1,2,1,1,1,1125,1,3,99,99,1,99,1,24,54,84,174,65,46,1,2019-08-30,2021-11-13,4.89,4.9,4.9,4.89,4.9,4.94,4.87,1,8,0,8,0,2.34,188.0,4.367396545733612,1,1,0,0,1,1,1,1,3,5,3.0,4.0
2018-10-01,0.75,0.69,0,26.0,1,1,2,1,1,90,1125,28,90,1125,3088569,90,1125,1,0,0,0,0,2,0,0,2019-06-03,2019-06-16,4.0,4.5,4.5,4.0,4.5,4.5,4.5,0,23,23,0,0,0.07,178.0,2.4715500067505207,1,1,0,0,1,1,1,1,4,6,4.0,2.0
2019-04-24,1.0,1.0,1,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,17,1,0,2019-05-12,2021-03-31,5.0,4.88,5.0,5.0,5.0,4.71,5.0,1,1,0,1,0,0.54,75.0,19.955001645160767,1,1,0,0,1,1,1,1,2,4,3.0,2.0
2013-06-28,1.0,0.98,1,2.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,0,0,5,259,13,6,0,2019-06-02,2021-10-31,5.0,5.0,4.92,5.0,5.0,5.0,4.92,0,2,2,0,0,0.42,135.0,4.805590572212221,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2018-04-13,1.0,0.97,1,1.0,1,1,4,2,2,2,1125,2,2,1125,1125,2,1125,1,1,19,38,192,74,34,5,2019-05-19,2021-12-04,4.95,4.99,4.89,4.99,5.0,5.0,4.84,1,1,1,0,0,2.37,364.0,1.0601656266905835,0,1,1,1,1,1,1,1,4,3,4.0,4.0
2014-09-07,1.0,0.8,1,1.0,1,1,2,1,1,5,28,5,5,28,28,5,28,1,0,7,29,71,51,16,0,2019-05-20,2021-07-17,4.96,4.98,4.88,5.0,4.98,4.96,4.98,0,1,1,0,0,1.64,125.0,2.7685494429454707,1,1,1,1,1,1,1,1,5,6,4.0,2.0
2015-02-14,1.0,0.33,0,4.0,1,1,2,1,1,1,40,1,1,40,40,1,40,1,0,0,0,0,1,1,0,2021-11-03,2021-11-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,0,3,0,0.86,141.0,1.0264705756509809,1,1,1,1,1,1,1,1,2,6,3.0,4.0
2018-10-01,0.75,0.69,0,26.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,6,1,0,2019-05-06,2021-05-12,5.0,5.0,4.83,5.0,5.0,5.0,4.67,0,23,23,0,0,0.19,178.0,2.278929232720301,1,1,0,0,1,1,1,1,4,6,4.0,2.0
2019-01-21,0.96,0.99,1,8.0,1,1,2,1,1,1,1125,1,3,99,99,1,99,1,28,58,88,178,9,4,0,2019-09-08,2021-06-07,4.71,4.86,4.86,5.0,5.0,5.0,4.71,1,8,0,8,0,0.33,220.0,4.4458264676628945,1,1,0,0,1,1,1,1,3,5,3.0,4.0
2019-01-21,0.96,0.99,1,8.0,1,1,2,1,1,1,1125,14,14,99,99,14,99,1,28,58,88,178,1,0,0,2020-01-01,2020-01-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,8,0,8,0,0.04,154.0,4.420890058097372,1,1,0,0,1,1,1,1,3,5,3.0,4.0
2019-01-21,0.96,0.99,1,8.0,1,1,4,1,1,1,1125,1,3,99,99,1,99,1,23,52,82,172,4,1,0,2019-07-14,2021-05-02,4.5,4.5,5.0,5.0,4.5,4.5,4.0,1,8,0,8,0,0.14,256.0,4.197876485442719,1,1,0,0,1,1,1,1,3,5,3.0,4.0
2019-01-21,0.96,0.99,1,8.0,1,1,4,1,1,1,1125,14,14,99,99,14,99,1,23,52,82,172,1,0,0,2019-09-23,2019-09-23,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,1,8,0,8,0,0.04,172.0,4.452364939592816,1,1,0,0,1,1,1,1,3,5,3.0,4.0
2019-01-21,0.96,0.99,1,8.0,1,1,3,1,2,1,1125,14,14,99,99,14,99,1,25,55,85,175,1,0,0,2019-10-24,2019-10-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,8,0,8,0,0.04,143.0,4.3034012042353185,1,1,0,0,1,1,1,1,3,5,3.0,4.0
2019-01-21,0.96,0.99,1,8.0,1,1,3,1,2,1,1125,1,3,99,99,1,99,1,25,55,85,175,19,14,1,2020-02-21,2021-11-19,4.79,4.89,4.84,4.89,4.79,4.84,4.68,1,8,0,8,0,0.87,201.0,4.376675591576282,1,1,0,0,1,1,1,1,3,5,3.0,4.0
2015-03-22,1.0,0.94,1,1.0,1,1,2,1,1,1,1125,1,1,1125,1125,1,1125,1,13,33,33,284,32,13,2,2020-01-31,2021-12-05,4.84,4.91,4.69,4.94,4.97,4.97,4.91,0,1,0,1,0,1.42,61.0,2.1839122607014883,1,1,1,1,1,1,1,1,2,4,3.0,4.0
2014-11-21,0.0,1.0,0,1.0,1,1,2,1,1,7,60,7,7,60,60,7,60,1,0,5,35,36,11,2,0,2019-06-23,2021-08-05,4.8,4.7,4.7,4.7,4.9,4.7,5.0,0,1,0,1,0,0.37,39.0,23.325027065015764,1,1,1,1,1,1,1,1,2,5,3.0,1.0
2014-10-13,1.0,0.83,1,1.0,1,1,2,1,1,3,14,3,3,14,14,3,14,1,1,28,58,148,30,5,0,2019-06-22,2021-06-14,4.9,4.93,5.0,4.93,4.97,4.9,4.8,0,1,1,0,0,1.0,250.0,12.602647223584547,1,1,1,1,0,1,1,1,5,6,4.0,3.0
2016-04-03,1.0,0.85,1,1.0,1,1,2,1,1,2,21,2,2,21,21,2,21,1,4,24,42,99,38,12,2,2019-05-09,2021-11-21,4.95,4.97,4.97,5.0,5.0,4.79,4.89,0,1,1,0,0,1.21,94.0,12.266751365647933,1,1,0,1,0,1,1,1,5,6,4.0,4.0
2016-10-04,1.0,0.99,1,4.0,1,1,2,1,1,3,90,2,3,1125,1125,2,1125,1,9,39,69,69,76,18,1,2019-06-02,2021-11-21,4.86,4.88,4.95,4.95,5.0,4.91,4.75,1,2,2,0,0,2.48,123.0,6.337164500280439,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2019-04-27,0.0,1.0,0,1.0,1,1,2,1,1,90,356,90,90,356,356,90,356,1,24,54,84,359,4,0,0,2019-07-01,2020-03-02,4.25,3.75,3.75,3.75,4.25,4.5,4.5,0,1,1,0,0,0.13,46.0,9.885818184368127,1,1,0,1,1,1,1,0,5,6,4.0,1.0
2015-06-26,1.0,1.0,1,1.0,1,1,2,1,1,2,14,2,2,14,14,2,14,1,0,5,35,125,103,25,0,2019-07-02,2021-07-16,4.96,4.94,4.84,4.97,4.98,4.91,4.95,1,1,0,1,0,3.47,42.0,7.486151542245591,1,1,1,1,0,1,1,1,2,4,3.0,2.0
